SJPF,-123272.5355,-1293354.536,1,0
SJMH,-72356.93049,-1242438.93,1,0
SJBB,-50331.80541,-1220413.805,1,0
SJMC,-23003.11306,-1193085.113,1,0
SJME,-12832.53075,-1182914.531,1,0
MECT,-12359.11365,-1182441.114,1,0
SJ4C,4292.70839,-1165789.292,1,0
SJDS,15589.02866,-1154492.971,1,0
SJSR,32263.44015,-1137818.56,1,0
SJHB,46145.3442,-1123936.656,1,0
SJFP,57373.77129,-1112708.229,1,0
SJLP,71507.06858,-1098574.931,1,0
